"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Components of population growth by census metropolitan area, age group and sex, annual, based on the Standard Geographical Classification (SGC) 2011, inactive",17100079,051-0057,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710007901",1;2;15;16;21,"ARCHIVED -  a cube publicly available but no longer being updated",Annual,2001-01-01,2016-01-01,4

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
1,Geography,,
2,"Components of population growth",,
3,Sex,,
4,"Age group",13,

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
1,"Regina, Saskatchewan",[705],28,,,,
1,"Saskatoon, Saskatchewan",[725],29,,,,
1,"Calgary, Alberta",[825],30,,,,
1,"Edmonton, Alberta",[835],31,,,,
1,"Kelowna, British Columbia",[915],32,,,,
1,"Abbotsford-Mission, British Columbia",[932],33,,,,
1,"Vancouver, British Columbia",[933],34,,,,
1,"Victoria, British Columbia",[935],35,,,,
2,Births,,1,,,18,
2,Deaths,,2,,,3,
2,Immigrants,,3,,,4,
2,Emigrants,,4,,,5;20,
2,"Returning emigrants",,5,,,6;20,
2,"Net temporary emigration",,6,,,7;20,
2,"Net interprovincial migration",,7,,,8,
2,"Net intraprovincial migration",,8,,,9,
2,"Net non-permanent residents",,9,,,11;12;17,
2,"Residual deviation",,10,,,19,
3,"Both sexes",,1,,,,
3,Males,,2,1,,,
3,Females,,3,1,,,
4,"All ages",,1,,,,
4,"-1 year",,2,1,,14,
4,"0 to 4 years",,3,1,,,
4,"0 years",,4,3,,,
4,"1 year",,5,3,,,
4,"2 years",,6,3,,,
4,"3 years",,7,3,,,
4,"4 years",,8,3,,,
4,"5 to 9 years",,9,1,,,
4,"5 years",,10,9,,,
4,"6 years",,11,9,,,
4,"7 years",,12,9,,,
4,"8 years",,13,9,,,
4,"9 years",,14,9,,,
4,"10 to 14 years",,15,1,,,
4,"10 years",,16,15,,,
4,"11 years",,17,15,,,
4,"12 years",,18,15,,,
4,"13 years",,19,15,,,
4,"14 years",,20,15,,,
4,"15 to 19 years",,21,1,,,
4,"15 years",,22,21,,,
4,"16 years",,23,21,,,
4,"17 years",,24,21,,,
4,"18 years",,25,21,,,
4,"19 years",,26,21,,,
4,"20 to 24 years",,27,1,,,
4,"20 years",,28,27,,,
4,"21 years",,29,27,,,
4,"22 years",,30,27,,,
4,"23 years",,31,27,,,
4,"24 years",,32,27,,,
4,"25 to 29 years",,33,1,,,
4,"25 years",,34,33,,,
4,"26 years",,35,33,,,
4,"27 years",,36,33,,,
4,"28 years",,37,33,,,
4,"29 years",,38,33,,,
4,"30 to 34 years",,39,1,,,
4,"30 years",,40,39,,,
4,"31 years",,41,39,,,
4,"32 years",,42,39,,,
4,"33 years",,43,39,,,
4,"34 years",,44,39,,,
4,"35 to 39 years",,45,1,,,
4,"35 years",,46,45,,,
4,"36 years",,47,45,,,
4,"37 years",,48,45,,,
4,"38 years",,49,45,,,
4,"39 years",,50,45,,,
4,"40 to 44 years",,51,1,,,
4,"40 years",,52,51,,,
4,"41 years",,53,51,,,
4,"42 years",,54,51,,,
4,"43 years",,55,51,,,
4,"44 years",,56,51,,,
4,"45 to 49 years",,57,1,,,
4,"45 years",,58,57,,,
4,"46 years",,59,57,,,
4,"47 years",,60,57,,,
4,"48 years",,61,57,,,
4,"49 years",,62,57,,,
4,"50 to 54 years",,63,1,,,
4,"50 years",,64,63,,,
4,"51 years",,65,63,,,
4,"52 years",,66,63,,,
4,"53 years",,67,63,,,
4,"54 years",,68,63,,,
4,"55 to 59 years",,69,1,,,
4,"55 years",,70,69,,,
4,"56 years",,71,69,,,
4,"57 years",,72,69,,,
4,"58 years",,73,69,,,
4,"59 years",,74,69,,,
4,"60 to 64 years",,75,1,,,
4,"60 years",,76,75,,,
4,"61 years",,77,75,,,
4,"62 years",,78,75,,,
4,"63 years",,79,75,,,
4,"64 years",,80,75,,,
4,"65 to 69 years",,81,1,,,
4,"65 years",,82,81,,,
4,"66 years",,83,81,,,
4,"67 years",,84,81,,,
4,"68 years",,85,81,,,
4,"69 years",,86,81,,,
4,"70 to 74 years",,87,1,,,
4,"70 years",,88,87,,,
4,"71 years",,89,87,,,
4,"72 years",,90,87,,,
4,"73 years",,91,87,,,
4,"74 years",,92,87,,,
4,"75 to 79 years",,93,1,,,
4,"75 years",,94,93,,,
4,"76 years",,95,93,,,
4,"77 years",,96,93,,,
4,"78 years",,97,93,,,
4,"79 years",,98,93,,,
4,"80 to 84 years",,99,1,,,
4,"80 years",,100,99,,,
4,"81 years",,101,99,,,
4,"82 years",,102,99,,,
4,"83 years",,103,99,,,
4,"84 years",,104,99,,,
4,"85 to 89 years",,105,1,,,
4,"85 years",,106,105,,,
4,"86 years",,107,105,,,
4,"87 years",,108,105,,,
4,"88 years",,109,105,,,
4,"89 years",,110,105,,,
4,"90 years and over",,111,1,,,

Symbol Legend
Description,Symbol
"not available for a specific reference period",..
"less than the limit of detection",<LOD
"value rounded to 0 (zero) where there is a meaningful distinction between true zero and the value that was rounded",0s
"data quality: excellent",A
"data quality: very good",B
"data quality: good",C
"data quality: acceptable",D
"use with caution",E
"too unreliable to be published.",F
"not applicable",...
preliminary,p
revised,r
"suppressed to meet the confidentiality requirements of the Statistics Act",x
terminated,t

"Survey Code","Survey Name"
3608,"Annual Demographic Estimates : Subprovincial Areas"

"Subject Code","Subject Name"
17,"Population and demography"

"Note ID",Note
1,"Population estimates based on the Standard Geographical Classification (SGC) 2011 as delineated in the 2011 Census."
2,"A census metropolitan area (CMA) is formed by one or more adjacent municipalities centred on a population centre (known as the core). A CMA must have a total population of at least 100,000 of which 50,000 or more must live in the core. To be included in the CMA, other adjacent municipalities must have a high degree of integration with the core, as measured by commuting flows derived from previous census place of work data. Once an area becomes a CMA, it is retained as a CMA even if its total population declines below 100,000 or the population of its core falls below 50,000. Small population centres with a population count of less than 10,000 are called fringe. All areas inside the CMA that are not population centres are rural areas. All CMAs are subdivided into census tracts."
3,"The estimates for deaths are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013. Preliminary and updated estimates of deaths were produced by Demography Division, Statistics Canada (see definitions, data sources and methods record number <a href=""http://www.statcan.gc.ca/imdb-bmdi/3601-eng.htm"">3601</a> and <a href=""http://www.statcan.gc.ca/imdb-bmdi/3608-eng.htm"">3608</a>), with the exception of Quebec's data, which are taken from the estimates of ""l'Institut de la statistique du Québec"" (ISQ) and then adjusted to Statistics Canada's provincial estimates. Final data were produced by Health Statistics Division, Statistics Canada (see definitions, data sources and methods record number <a href=""http://www.statcan.gc.ca/imdb-bmdi/3233-eng.htm"">3233</a>). However, before 2011, the final estimates may differ from the data released by the Health Statistics Division due to the imputation of certain unknown values. In addition, for estimates of deaths, the age represents age at the beginning of the period (July 1st) and not the age at the time of occurrence, as with the Health Statistics Division data."
4,"The estimates for immigrants are preliminary for 2016/2017 and final up to 2015/2016."
5,"The estimates for emigrants are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013."
6,"The estimates for returning emigrants are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013."
7,"The estimates for net temporary emigrants are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013."
8,"The estimates for net interprovincial migrant are preliminary for 2016/2017 and final up to 2015/2016."
9,"The estimates for net intraprovincial migrant are preliminary for 2016/2017 and final up to 2015/2016. For Quebec’s census metropolitan areas, preliminary and final data (from 2011/2012) are taken from the estimates of ""l'Institut de la statistique du Québec"" (ISQ). In rare instances, it may have been necessary to modify ISQ’s estimates in order to avoid generating negative populations with the cohort component approach. With the exception of Quebec's data, there is no preliminary data source available for intraprovincial migration and we assume the same level of migration as the previous year. Estimates for the last two years are therefore identical for this component."
11,"The estimates for net non-permanent resident are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013."
12,"The five following groups are referred to as non-permanent residents (NPR): (1) persons with a usual place of residence in Canada who are claiming refugee status; (2) persons with a usual place of residence in Canada who hold a study permit; (3) persons with a usual place of residence in Canada who hold a work permit; (4) persons with a usual place of residence in Canada who hold a minister's permit (including extensions); (5) All non-Canadian born dependants of persons claiming refugee status, or of persons holding study permits, work permits or minister's permits and living in Canada."
13,"Age at July 1."
14,"Age -1 year represents persons born after July 1 and not included in age group 0 to 4 years."
15,"The population growth, which is used to calculate population estimates of Census metropolitan areas (CANSIM 051-0056), is comprised of the components of population growth (CANSIM 051-0057)."
16,"This table replaces CANSIM table 051-0047."
17,"The net non permanent residents (NPRs) are obtained by subtracting the stocks of NPRs as of July 1st of two consecutive years. As there are no reliable administrative data available to directly estimate net number of NPRs at the subprovincial level, the provincial/territorial estimates by age and sex are disaggregated by subprovincial area, age and sex on the basis of the distribution coming from the most recent census (or from the National Household Survey (NHS) in 2011). For the 2005/2006 and 2010/2011 years, the net NPRs are calculated using two different distributions, that is the 2001 and 2006 Censuses for the year 2005/2006, and the 2006 Census as well as the 2011 NHS for the year 2010/2011. This approach assumes that the two distributions are similar. If the two distributions of NPRs by subprovincial area vary, the net NPRs for years 2005/2006 and 2010/2011 will absorb all of the changes attributable to the difference between the two distributions that were used. For this reason, the net NPRs for years 2005/2006 and 2010/2011 should not be compared with the rest of the historical series."
18,"The estimates for births are preliminary for 2016/2017, updated for 2013/2014 to 2015/2016 and final up to 2012/2013. Preliminary and updated estimates of births were produced by Demography Division, Statistics Canada (see definitions, data sources and methods record number <a href=""http://www.statcan.gc.ca/imdb-bmdi/3601-eng.htm"">3601</a> and <a href=""http://www.statcan.gc.ca/imdb-bmdi/3608-eng.htm"">3608</a>), with the exception of Quebec's data, which are taken from the estimates of ""l'Institut de la statistique du Québec"" (ISQ) and then adjusted to Statistics Canada's provincial estimates. Final data were produced by Health Statistics Division, Statistics Canada (see definitions, data sources and methods record number <a href=""http://www.statcan.gc.ca/imdb-bmdi/3231-eng.htm"">3231</a>). However, before 2011, the final estimates included in this table may differ from the data released by the Health Statistics Division, due to the imputation of certain unknown values (province, territory or sex)."
19,"Residual deviation is obtained by distributing the error of closure linearly throughout the intercensal period. The error of closure is defined as the difference between the postcensal population estimates on Census Day and the population enumerated in that census adjusted for census net undercoverage and incompletely enumerated indian reserves."
20,"Please note that for the emigration, the returning emigration and the net temporary emigration, the estimates for the most recent periods are expected to be identical or very similar. In the absence of more up-to-date data sources, the assumption is made that levels remain similar."
21,"Please refer to table 17100136 for more recent data."

"Correction ID","Correction Date","Correction Note"

